Time (s),Signal (V),Peak Time (s) ,Sample #,Type
01.750,3.813302534,,,
01.752,3.856534725,,,
01.754,3.438623548,,,
01.756,3.02071237,,,
01.758,3.121587482,,,
01.760,2.876605068,,,
01.762,3.179230403,,,
01.764,3.986231297,,,
01.766,4.015052757,,,
01.768,4.130338599,,,
01.770,3.971820567,,,
01.772,4.058284948,,,
01.774,3.726838153,,,
01.776,3.366569896,,,
01.778,3.179230403,,,
01.780,3.352159166,,,
01.782,3.467445008,,,
01.784,3.770070343,,,
01.786,4.418553204,,,
01.788,4.14474933,,,
01.790,4.73558927,,,
01.792,4.260035172,,,
01.794,3.510677199,,,
01.796,3.236873324,,,
01.798,3.222462594,,,
01.800,3.308926975,,,
01.802,3.135998212,,,
01.804,3.640373771,,,
01.806,3.957409836,,,
01.808,4.029463488,,,
01.810,3.56832012,,,
01.812,3.409802087,,,
01.814,3.164819673,,,
01.816,2.919837259,,,
01.818,2.732497766,,,
01.820,2.732497766,,,
01.822,3.150408943,,,
01.824,3.179230403,,,
01.826,3.208051864,,,
01.828,3.654784501,,,
01.830,3.323337706,,,
01.832,3.164819673,,,
01.834,2.775729956,,,
01.836,2.516336812,,,
01.838,2.4154617,,,
01.840,2.501926082,,,
01.842,2.545158272,,,
01.844,2.746908496,,,
01.846,3.049533831,,,
01.848,3.251284054,,,
01.850,2.891015798,,,
01.852,2.746908496,,,
01.854,2.746908496,,,
01.856,2.40105097,,,
01.858,2.184890016,,,
01.860,2.040782714,,,
01.862,2.242532937,,,
01.864,2.775729956,,,
01.866,3.323337706,,,
01.868,3.294516245,,,
01.870,3.092766022,,,
01.872,2.934247989,,,
01.874,2.184890016,,,
01.876,1.911086142,,,
01.878,2.011961253,,,
01.880,1.968729062,,,
01.882,2.242532937,,,
01.884,2.718087035,,,
01.886,2.876605068,,,
01.888,2.948658719,,,
01.890,2.732497766,,,
01.892,2.602801193,,,
01.894,2.4154617,,,
01.896,2.069604174,,,
01.898,1.954318332,,,
01.900,2.38664024,,,
01.902,2.184890016,,,
01.904,2.703676305,,,
01.906,2.934247989,,,
01.908,3.150408943,,,
01.910,2.963069449,,,
01.912,2.617211924,,,
01.914,2.256943667,,,
01.916,1.83903249,,,
01.918,1.925496872,,,
01.920,2.170479286,,,
01.922,2.271354398,,,
01.924,3.107176752,,,
01.926,3.193641133,,,
01.928,3.179230403,,,
01.930,3.121587482,,,
01.932,2.746908496,,,
01.934,2.487515351,,,
01.936,2.040782714,,,
01.938,2.084014904,,,
01.940,2.141657825,,,
01.942,2.631622654,,,
01.944,2.847783608,,,
01.946,3.179230403,,,
01.948,3.02071237,,,
01.950,2.718087035,,,
01.952,2.300175858,,,
01.954,2.069604174,,,
01.956,2.026371983,,,
01.958,2.4154617,,,
01.960,2.473104621,,,
01.962,2.588390463,,,
01.964,2.905426528,,,
01.966,3.236873324,,,
01.968,2.934247989,,,
01.970,2.617211924,,,
01.972,2.545158272,,,
01.974,2.213711477,,,
01.976,1.997550523,,,
01.978,2.069604174,,,
01.980,2.256943667,,,
01.982,2.559569003,,,
01.984,2.818962147,,,
01.986,3.049533831,,,
01.988,3.078355291,,,
01.990,2.963069449,,,
01.992,2.631622654,,,
01.994,2.055193444,,,
01.996,1.954318332,,,
01.998,2.026371983,,,
02.000,2.242532937,,,
02.002,2.559569003,,,
02.004,2.847783608,,,
02.006,2.97748018,,,
02.008,3.193641133,,,
02.010,3.00630164,,,
02.012,2.357818779,,,
02.014,2.141657825,,,
02.016,1.983139793,,,
02.018,1.968729062,,,
02.020,2.112836365,,,
02.022,2.559569003,,,
02.024,3.00630164,,,
02.026,3.193641133,,,
02.028,2.934247989,,,
02.030,2.99189091,,,
02.032,2.545158272,,,
02.034,1.896675411,,,
02.036,1.752568109,,,
02.038,2.372229509,,,
02.040,2.098425635,,,
02.042,2.372229509,,,
02.044,2.790140687,,,
02.046,3.337748436,,,
02.048,2.732497766,,,
02.050,2.689265575,,,
02.052,2.40105097,,,
02.054,2.040782714,,,
02.056,1.954318332,,,
02.058,2.069604174,,,
02.060,2.199300746,,,
02.062,2.588390463,,,
02.064,2.790140687,,,
02.066,3.164819673,,,
02.068,2.761319226,,,
02.070,2.530747542,,,
02.072,2.602801193,,,
02.074,2.314586588,,,
02.076,1.939907602,,,
02.078,1.954318332,,,
02.080,2.112836365,,,
02.082,2.617211924,,,
02.084,2.804551417,,,
02.086,2.905426528,,,
02.088,2.775729956,,,
02.090,2.559569003,,,
02.092,2.040782714,,,
02.094,2.343408049,,,
02.096,1.954318332,,,
02.098,2.098425635,,,
02.100,2.184890016,,,
02.102,2.775729956,,,
02.104,3.078355291,,,
02.106,2.948658719,,,
