Time (s),Signal (V),Peak Time (s) ,Sample #,Type
00.896,1.91399262,,,
00.898,2.150326569,,,
00.900,2.221226753,,,
00.902,2.300004736,,,
00.904,2.457560701,,,
00.906,2.457560701,,,
00.908,2.741161439,,,
00.910,2.607238869,,,
00.912,2.410293912,,,
00.914,2.244860148,,,
00.916,2.040037393,,,
00.918,2.23698235,,,
00.920,2.268493543,,,
00.922,2.355149324,,,
00.924,2.496949693,,,
00.926,2.528460886,,,
00.928,2.701772448,,,
00.930,2.662383457,,,
00.932,2.489071895,,,
00.934,2.18971556,,,
00.936,1.969137208,,,
00.938,2.292126938,,,
00.940,2.284249139,,,
00.942,2.300004736,,,
00.944,2.473316298,,,
00.946,2.607238869,,,
00.948,2.717528045,,,
00.950,2.59936107,,,
00.952,2.473316298,,,
00.954,2.229104551,,,
00.956,2.016403998,,,
00.958,2.284249139,,,
00.960,2.300004736,,,
00.962,2.37090492,,,
00.964,2.473316298,,,
00.966,2.473316298,,,
00.968,2.780550431,,,
00.970,2.686016851,,,
00.972,2.512705289,,,
00.974,2.268493543,,,
00.976,2.032159594,,,
00.978,2.221226753,,,
00.980,2.300004736,,,
00.982,2.489071895,,,
00.984,2.496949693,,,
00.986,2.607238869,,,
00.988,2.82781722,,,
00.990,2.701772448,,,
00.992,2.481194096,,,
00.994,2.229104551,,,
00.996,2.103059779,,,
00.998,2.292126938,,,
01.000,2.260615744,,,
01.002,2.449682903,,,
01.004,2.559972079,,,
01.006,2.489071895,,,
01.008,2.788428229,,,
01.010,2.678139053,,,
01.012,2.544216482,,,
01.014,2.205471157,,,
01.016,2.103059779,,,
01.018,2.323638131,,,
01.020,2.284249139,,,
01.022,2.441805105,,,
01.024,2.544216482,,,
01.026,2.544216482,,,
01.028,2.812061624,,,
01.030,2.662383457,,,
01.032,2.512705289,,,
01.034,2.229104551,,,
01.036,2.213348955,,,
01.038,2.363027122,,,
01.040,2.331515929,,,
01.042,2.402416113,,,
01.044,2.559972079,,,
01.046,2.638750062,,,
01.048,2.859328414,,,
01.050,2.662383457,,,
01.052,2.559972079,,,
01.054,2.181837762,,,
01.056,2.173959963,,,
01.058,2.37090492,,,
01.060,2.394538315,,,
01.062,2.426049508,,,
01.064,2.583605474,,,
01.066,2.654505658,,,
01.068,2.741161439,,,
01.070,2.725405843,,,
01.072,2.528460886,,,
01.074,2.244860148,,,
01.076,2.23698235,,,
01.078,2.315760332,,,
01.080,2.410293912,,,
01.082,2.489071895,,,
01.084,2.512705289,,,
01.086,2.583605474,,,
01.088,2.741161439,,,
01.090,2.638750062,,,
01.092,2.520583088,,,
01.094,2.118815375,,,
01.096,2.23698235,,,
01.098,2.355149324,,,
01.100,2.394538315,,,
01.102,2.481194096,,,
01.104,2.607238869,,,
01.106,2.654505658,,,
01.108,2.772672632,,,
01.110,2.630872263,,,
01.112,2.512705289,,,
01.114,2.095181981,,,
01.116,2.260615744,,,
01.118,2.355149324,,,
01.120,2.402416113,,,
01.122,2.512705289,,,
01.124,2.607238869,,,
01.126,2.812061624,,,
01.128,2.819939422,,,
01.130,2.701772448,,,
01.132,2.544216482,,,
01.134,2.126693174,,,
01.136,2.347271526,,,
01.138,2.4654385,,,
01.140,2.481194096,,,
01.142,2.615116667,,,
01.144,2.69389465,,,
01.146,2.804183826,,,
01.148,2.812061624,,,
01.150,2.630872263,,,
01.152,2.394538315,,,
01.154,2.087304182,,,
01.156,2.331515929,,,
01.158,2.363027122,,,
01.160,2.394538315,,,
01.162,2.583605474,,,
01.164,2.59936107,,,
