Time (s),Signal (V),Peak Time (s) ,Sample #,Type
01.666,2.104884517,,,
01.668,2.135114408,,,
01.670,2.1653443,,,
01.672,2.30137881,,,
01.674,2.482758158,,,
01.676,2.482758158,,,
01.678,2.467643212,,,
01.680,2.376953538,,,
01.682,2.135114408,,,
01.684,2.089769571,,,
01.686,2.074654626,,,
01.688,2.089769571,,,
01.690,2.119999463,,,
01.692,2.392068484,,,
01.694,2.422298375,,,
01.696,2.422298375,,,
01.698,2.392068484,,,
01.700,2.361838593,,,
01.702,2.119999463,,,
01.704,2.089769571,,,
01.706,2.104884517,,,
01.708,2.089769571,,,
01.710,2.210689136,,,
01.712,2.346723647,,,
01.714,2.407183429,,,
01.716,2.467643212,,,
01.718,2.437413321,,,
01.720,2.30137881,,,
01.722,2.089769571,,,
01.724,2.074654626,,,
01.726,2.104884517,,,
01.728,2.089769571,,,
01.730,2.1653443,,,
01.732,2.407183429,,,
01.734,2.376953538,,,
01.736,2.30137881,,,
01.738,2.346723647,,,
01.740,2.346723647,,,
01.742,2.1653443,,,
01.744,2.119999463,,,
01.746,2.074654626,,,
01.748,2.119999463,,,
01.750,2.104884517,,,
01.752,2.316493756,,,
01.754,2.376953538,,,
01.756,2.422298375,,,
01.758,2.30137881,,,
01.760,2.271148919,,,
01.762,2.180459245,,,
01.764,2.044424735,,,
01.766,2.104884517,,,
01.768,2.119999463,,,
01.770,2.180459245,,,
01.772,2.422298375,,,
01.774,2.376953538,,,
01.776,2.346723647,,,
01.778,2.331608701,,,
01.780,2.180459245,,,
01.782,2.029309789,,,
01.784,2.119999463,,,
01.786,2.104884517,,,
01.788,1.983964952,,,
01.790,2.1653443,,,
01.792,2.346723647,,,
01.794,2.407183429,,,
01.796,2.437413321,,,
01.798,2.452528266,,,
01.800,2.392068484,,,
01.802,2.210689136,,,
01.804,2.135114408,,,
01.806,2.044424735,,,
01.808,2.150229354,,,
01.810,2.256033973,,,
01.812,2.497873103,,,
01.814,2.573447831,,,
01.816,2.482758158,,,
01.818,2.437413321,,,
01.820,2.361838593,,,
01.822,2.210689136,,,
01.824,2.195574191,,,
01.826,2.150229354,,,
01.828,2.180459245,,,
01.830,2.54321794,,,
01.832,2.558332886,,,
01.834,2.407183429,,,
01.836,2.467643212,,,
01.838,2.452528266,,,
01.840,2.346723647,,,
01.842,2.225804082,,,
01.844,2.150229354,,,
01.846,2.225804082,,,
01.848,2.30137881,,,
01.850,2.452528266,,,
01.852,2.512988049,,,
01.854,2.633907614,,,
01.856,2.603677722,,,
01.858,2.528102994,,,
01.860,2.407183429,,,
01.862,2.361838593,,,
01.864,2.256033973,,,
01.866,2.225804082,,,
01.868,2.195574191,,,
01.870,2.361838593,,,
01.872,2.437413321,,,
01.874,2.467643212,,,
01.876,2.467643212,,,
01.878,2.422298375,,,
01.880,2.240919028,,,
01.882,2.119999463,,,
01.884,2.05953968,,,
01.886,2.05953968,,,
01.888,2.074654626,,,
01.890,2.240919028,,,
01.892,2.376953538,,,
01.894,2.392068484,,,
01.896,2.361838593,,,
01.898,2.346723647,,,
01.900,2.135114408,,,
01.902,2.05953968,,,
01.904,2.044424735,,,
01.906,2.104884517,,,
01.908,2.195574191,,,
01.910,2.195574191,,,
01.912,2.346723647,,,
01.914,2.256033973,,,
01.916,2.240919028,,,
01.918,2.271148919,,,
01.920,2.029309789,,,
01.922,2.014194843,,,
01.924,1.983964952,,,
01.926,2.104884517,,,
01.928,2.104884517,,,
01.930,2.286263864,,,
01.932,2.271148919,,,
01.934,2.361838593,,,
01.936,2.361838593,,,
01.938,2.331608701,,,
01.940,2.089769571,,,
01.942,1.983964952,,,
01.944,2.074654626,,,
01.946,2.135114408,,,
01.948,1.983964952,,,
01.950,2.119999463,,,
01.952,2.30137881,,,
01.954,2.437413321,,,
01.956,2.392068484,,,
01.958,2.30137881,,,
01.960,2.05953968,,,
01.962,2.014194843,,,
01.964,1.908390224,,,
01.966,1.983964952,,,
01.968,1.968850007,,,
01.970,2.180459245,,,
01.972,2.195574191,,,
01.974,2.195574191,,,
01.976,2.271148919,,,
01.978,2.331608701,,,
01.980,2.331608701,,,
01.982,2.286263864,,,
01.984,2.210689136,,,
01.986,2.618792668,,,
01.988,2.981551363,,,
01.990,3.314080166,,,
01.992,3.661723916,,,
01.994,4.084942393,,,
01.996,4.462816033,,,
01.998,4.689540218,,,
02.000,4.553505707,,,
02.002,4.493045925,,,
02.004,4.417471196,,,
02.006,4.220976903,,,
02.008,3.903563045,,,
02.010,3.812873372,,,
02.012,3.571034242,,,
02.014,3.208275547,,,
02.016,2.739712233,,,
02.018,2.346723647,,,
02.020,1.908390224,,,
02.022,1.68166604,,,
02.024,1.651436149,,,
