Time (s),Signal (V),Peak Time (s) ,Sample #,Type
1.998,1.995352,,,
2.000,1.898697684,,,
2.002,1.995352,,,
2.004,2.204769684,,,
2.006,2.591386947,,,
2.008,2.784695579,,,
2.010,2.849131789,,,
2.012,2.752477474,,,
2.014,2.559168842,,,
2.016,2.188660632,,,
2.018,1.979242947,,,
2.020,1.963133895,,,
2.022,2.092006316,,,
2.024,2.236987789,,,
2.026,2.591386947,,,
2.028,2.800804632,,,
2.030,2.849131789,,,
2.032,2.704150316,,,
2.034,2.543059789,,,
2.036,2.220878737,,,
2.038,2.011461053,,,
2.040,2.027570105,,,
2.042,2.124224421,,,
2.044,2.317533053,,,
2.046,2.688041263,,,
2.048,2.897458947,,,
2.050,2.929677053,,,
2.052,2.833022737,,,
2.054,2.607496,,,
2.056,2.285314947,,,
2.058,2.092006316,,,
2.060,2.108115368,,,
2.062,2.204769684,,,
2.064,2.430296421,,,
2.066,2.720259368,,,
2.068,2.929677053,,,
2.070,2.961895158,,,
2.072,2.800804632,,,
2.074,2.639714105,,,
2.076,2.253096842,,,
2.078,2.124224421,,,
2.080,2.108115368,,,
2.082,2.236987789,,,
2.084,2.462514526,,,
2.086,2.849131789,,,
2.088,2.945786105,,,
2.090,2.978004211,,,
2.092,2.833022737,,,
2.094,2.607496,,,
2.096,2.398078316,,,
2.098,2.188660632,,,
2.100,2.172551579,,,
2.102,2.381969263,,,
2.104,2.607496,,,
2.106,2.929677053,,,
2.108,3.074658526,,,
2.110,3.058549474,,,
2.112,2.929677053,,,
2.114,2.688041263,,,
2.116,2.381969263,,,
2.118,2.301424,,,
